path,reason
/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0003_keypoints.csv,short_5
/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0004_keypoints.csv,short_5
/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0005_keypoints.csv,short_6
/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0051_keypoints.csv,short_6
/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0052_keypoints.csv,short_2
/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0053_keypoints.csv,short_1
/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0054_keypoints.csv,parse_failed
/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0055_keypoints.csv,parse_failed
/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0056_keypoints.csv,short_6
/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0057_keypoints.csv,short_6
/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0090_resized_keypoints.csv,parse_failed
/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0092_resized_keypoints.csv,short_3
/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0190_keypoints.csv,short_6
/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_2_keypoints_csv/C_M_146_resized_keypoints.csv,short_8
/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_1_keypoints_csv/S_D_0187_keypoints.csv,short_8
