feature_hash,n_members,labels,scenarios,sessions,representative,member_ids,member_paths,status
00b1328c4ad030024100,1,0,Stand,2,clip_05115,clip_05115,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_145_resized_keypoints.csv,keep_one_representative
00b87c585df53e885580,1,0,Bed,4,clip_03661,clip_03661,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0038_keypoints.csv,keep_one_representative
00c277f805513e115071,1,1,Bed,2,clip_00425,clip_00425,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_405_keypoints.csv,keep_one_representative
00c486e09446657aa32c,1,1,Chair,2,clip_01280,clip_01280,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_184_resized_keypoints.csv,keep_one_representative
00f44e3ca15e1ad6466e,1,1,Bed,2,clip_00403,clip_00403,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_385_anonymized_keypoints.csv,keep_one_representative
00f60d4fe173c74e7be2,1,1,Stand,3,clip_02633,clip_02633,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_293_keypoints.csv,keep_one_representative
00f847758acc34462487,1,0,Bed,1,clip_02968,clip_02968,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_117_resized_keypoints.csv,keep_one_representative
01083bc95fe63f12b964,1,1,Bed,4,clip_00878,clip_00878,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_4_keypoints_csv/B_M_24_resized_keypoints.csv,keep_one_representative
0108c3607219bef23464,1,1,Bed,2,clip_00552,clip_00552,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_528_keypoints.csv,keep_one_representative
0117e7728eb5786b530b,1,1,Chair,2,clip_01449,clip_01449,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_378_keypoints.csv,keep_one_representative
012345d8bacce2ff1e78,1,0,Stand,3,clip_05411,clip_05411,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_220_resized_keypoints.csv,keep_one_representative
013322830a3d2ef8462c,1,1,Chair,2,clip_01213,clip_01213,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_123_resized_keypoints.csv,keep_one_representative
013c97b96c7e870904e5,1,0,Chair,2,clip_04255,clip_04255,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_2_keypoints_csv/C_M_59_keypoints.csv,keep_one_representative
0159eb8fb40a7c944191,1,0,Bed,1,clip_03191,clip_03191,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_392_keypoints.csv,keep_one_representative
015cf0b86ff6b7438a32,1,1,Chair,3,clip_01936,clip_01936,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_3_keypoints_csv/C_D_0259_resized_keypoints.csv,keep_one_representative
01696ab63e753e2e4d2f,1,1,Chair,2,clip_01498,clip_01498,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_421_keypoints.csv,keep_one_representative
01aa6268ea9c5cf1aaee,1,0,Bed,3,clip_03625,clip_03625,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_98_keypoints.csv,keep_one_representative
01aa9805f96ee3adbbc4,1,0,Chair,1,clip_04048,clip_04048,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_1_keypoints_csv/C_D_0239_keypoints.csv,keep_one_representative
01ab569755f2a337a1c7,1,1,Chair,2,clip_01530,clip_01530,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_447_resized_keypoints.csv,keep_one_representative
01bc626105c7210d33bc,1,1,Chair,1,clip_01131,clip_01131,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_1_keypoints_csv/C_M_52_keypoints.csv,keep_one_representative
01c202f5378aab4a11ba,1,0,Chair,3,clip_04410,clip_04410,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_202_resized_keypoints.csv,keep_one_representative
01c5049b34d5acb02c16,1,0,Bed,4,clip_03762,clip_03762,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0191_keypoints.csv,keep_one_representative
01c65ec185971162de6a,1,0,Chair,1,clip_03847,clip_03847,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_1_keypoints_csv/C_D_0021_keypoints.csv,keep_one_representative
01da948e96b0250b8f4f,1,1,Stand,2,clip_02355,clip_02355,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_2_keypoints_csv/S_M_24_resized_keypoints.csv,keep_one_representative
01f0e6c1fcf4c3394c35,1,0,Stand,3,clip_05665,clip_05665,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_488_resized_keypoints.csv,keep_one_representative
01f74d93f1aec7575014,1,0,Bed,3,clip_03566,clip_03566,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_36_keypoints.csv,keep_one_representative
0231862d6ce486e67d44,1,0,Stand,3,clip_05293,clip_05293,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_104_resized_keypoints.csv,keep_one_representative
023b6bccd710e38fb3c8,1,0,Stand,3,clip_05710,clip_05710,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_537_resized_keypoints.csv,keep_one_representative
02501f5d1ee3b74622a3,1,0,Stand,3,clip_05593,clip_05593,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_41_keypoints.csv,keep_one_representative
025ae879df088e3a291b,1,0,Stand,3,clip_05539,clip_05539,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_36_keypoints.csv,keep_one_representative
0260df2596079953e2fa,1,1,Stand,3,clip_02581,clip_02581,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_232_resized_keypoints.csv,keep_one_representative
0262342b8652267745a2,1,1,Bed,2,clip_00551,clip_00551,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_527_keypoints.csv,keep_one_representative
027908cc2029004d469c,1,0,Stand,2,clip_05255,clip_05255,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_75_keypoints.csv,keep_one_representative
027fdc6e07c8a4132139,1,1,Stand,3,clip_02558,clip_02558,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_211_resized_keypoints.csv,keep_one_representative
02871b6a6c3f18dd92bb,1,0,Chair,1,clip_03904,clip_03904,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_1_keypoints_csv/C_D_0078_keypoints.csv,keep_one_representative
0289e87779f161163971,1,0,Chair,3,clip_04418,clip_04418,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_20_keypoints.csv,keep_one_representative
029eb922e4915f033f36,1,0,Stand,1,clip_04892,clip_04892,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_1_keypoints_csv/S_D_0090_resized_keypoints.csv,keep_one_representative
02a1a85650c72ddf2e03,1,0,Stand,2,clip_05262,clip_05262,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_82_keypoints.csv,keep_one_representative
02b459dd818ad4edb8a4,1,1,Stand,2,clip_02328,clip_02328,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_2_keypoints_csv/S_M_21_resized_keypoints.csv,keep_one_representative
02bdcddc513265b24ef4,1,0,Bed,4,clip_03659,clip_03659,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0036_keypoints.csv,keep_one_representative
02cc9010ee38dcf6557b,1,0,Bed,4,clip_03720,clip_03720,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0117_keypoints.csv,keep_one_representative
02e2e2c4e5cbd160bcca,1,1,Chair,1,clip_01062,clip_01062,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_1_keypoints_csv/C_M_192_resized_keypoints.csv,keep_one_representative
02e46b76eab64b5e8c46,1,1,Stand,3,clip_02504,clip_02504,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_161_keypoints.csv,keep_one_representative
0309e300aab61e19e2f3,1,1,Chair,2,clip_01266,clip_01266,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_171_resized_keypoints.csv,keep_one_representative
03119711b620fccbaa8e,1,1,Stand,3,clip_02457,clip_02457,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_116_resized_keypoints.csv,keep_one_representative
03450ccdfeb36b70c3ba,1,0,Bed,1,clip_03142,clip_03142,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_331_keypoints.csv,keep_one_representative
034b37773f246526be72,1,0,Stand,2,clip_05275,clip_05275,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_95_resized_keypoints.csv,keep_one_representative
03519dd8bb0960e9501f,1,1,Chair,3,clip_01824,clip_01824,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_3_keypoints_csv/C_D_0137_resized_keypoints.csv,keep_one_representative
035e61e5a07a1ddfa6c2,1,0,Stand,3,clip_05349,clip_05349,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_159_keypoints.csv,keep_one_representative
035ec3280a005f09c649,1,1,Stand,1,clip_02045,clip_02045,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0112_keypoints.csv,keep_one_representative
0365b5022eee10d70d1e,1,1,Chair,1,clip_00990,clip_00990,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_1_keypoints_csv/C_M_127_keypoints.csv,keep_one_representative
03698ef32633316bc050,1,0,Stand,1,clip_04902,clip_04902,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_1_keypoints_csv/S_D_0100_resized_keypoints.csv,keep_one_representative
036ce367e2106460d02f,1,1,Bed,3,clip_00684,clip_00684,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_3_keypoints_csv/B_N_38_keypoints.csv,keep_one_representative
036ece39bb5ebabc33e5,1,1,Bed,3,clip_00638,clip_00638,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_3_keypoints_csv/B_N_153_resized_keypoints.csv,keep_one_representative
038b8edf968b4ab2c3b6,1,0,Chair,3,clip_04636,clip_04636,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_449_keypoints.csv,keep_one_representative
03962f84b6fb47ea87e1,1,1,Stand,3,clip_02632,clip_02632,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_28_keypoints.csv,keep_one_representative
039796c26f72de218df1,1,1,Chair,2,clip_01639,clip_01639,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_547_keypoints.csv,keep_one_representative
03b6150fa76bf593b59d,1,0,Bed,4,clip_03683,clip_03683,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0068_keypoints.csv,keep_one_representative
03c4f83e9b3d3c880e97,1,1,Chair,2,clip_01553,clip_01553,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_468_resized_keypoints.csv,keep_one_representative
03cbf79c23ebe6888370,1,0,Stand,2,clip_05154,clip_05154,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_180_resized_keypoints.csv,keep_one_representative
03d0369da71178a120a5,1,0,Bed,3,clip_03560,clip_03560,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_30_resized_keypoints.csv,keep_one_representative
03ecc48c012d5d692e24,1,0,Chair,3,clip_04586,clip_04586,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_403_keypoints.csv,keep_one_representative
03f11ffca17f8c3c3055,1,1,Stand,2,clip_02263,clip_02263,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_2_keypoints_csv/S_M_160_keypoints.csv,keep_one_representative
03f47a1044861c858832,1,0,Chair,2,clip_04182,clip_04182,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_2_keypoints_csv/C_M_190_resized_keypoints.csv,keep_one_representative
03f48616f3bbae6b968b,1,1,Chair,1,clip_01065,clip_01065,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_1_keypoints_csv/C_M_195_resized_keypoints.csv,keep_one_representative
03f7652308033ff7655a,1,0,Chair,3,clip_04583,clip_04583,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_400_keypoints.csv,keep_one_representative
03fe9976389ca9b82984,1,1,Bed,2,clip_00445,clip_00445,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_421_keypoints.csv,keep_one_representative
040355dc1b301cb19046,1,0,Stand,1,clip_04816,clip_04816,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_1_keypoints_csv/S_D_0002_resized_keypoints.csv,keep_one_representative
0418c9d1977e5d848437,1,1,Stand,3,clip_02542,clip_02542,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_197_resized_keypoints.csv,keep_one_representative
0426521949a76fac7d43,1,1,Chair,1,clip_01034,clip_01034,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_1_keypoints_csv/C_M_167_keypoints.csv,keep_one_representative
042a174adb0e1dc1c74b,1,1,Chair,2,clip_01584,clip_01584,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_496_resized_keypoints.csv,keep_one_representative
043770c3bf6d5a0d5fa1,2,0,Chair,3,clip_04304,clip_04304;clip_04783,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_101_resized_keypoints.csv;/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_98_resized_keypoints.csv,keep_one_representative
04544532bf25bddc52c7,1,0,Bed,1,clip_03247,clip_03247,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_448_keypoints.csv,keep_one_representative
04774f3ab02cca505c64,1,1,Stand,3,clip_02841,clip_02841,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_500_resized_keypoints.csv,keep_one_representative
04892417f6c49f12a521,1,1,Chair,1,clip_01143,clip_01143,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_1_keypoints_csv/C_M_64_keypoints.csv,keep_one_representative
048e2ae2e660f64eceee,1,0,Bed,3,clip_03466,clip_03466,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_127_resized_keypoints.csv,keep_one_representative
0496c364ccb962a9365c,1,0,Stand,3,clip_05682,clip_05682,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_503_resized_keypoints.csv,keep_one_representative
04ae27dd533acde7c68e,1,1,Chair,2,clip_01683,clip_01683,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_90_resized_keypoints.csv,keep_one_representative
04cdda56b0c83a62a24c,1,1,Bed,2,clip_00395,clip_00395,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_380_keypoints.csv,keep_one_representative
04cfb241874bda7b969a,1,1,Bed,4,clip_00907,clip_00907,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_4_keypoints_csv/B_M_53_keypoints.csv,keep_one_representative
04d5e4650e6a6877e71f,1,0,Chair,1,clip_04053,clip_04053,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_1_keypoints_csv/C_D_0244_keypoints.csv,keep_one_representative
04e09a9e6325f60a9d8a,1,1,Chair,3,clip_01702,clip_01702,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_3_keypoints_csv/C_D_0010_keypoints.csv,keep_one_representative
04fc112fa15759dfefbe,1,1,Stand,1,clip_02180,clip_02180,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0251_keypoints.csv,keep_one_representative
04fda50372a745592651,1,1,Bed,3,clip_00730,clip_00730,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_3_keypoints_csv/B_N_91_resized_keypoints.csv,keep_one_representative
0518134bc8f7ffdabef7,1,1,Stand,3,clip_02916,clip_02916,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_569_resized_keypoints.csv,keep_one_representative
051909e52b94e22ba2be,1,1,Chair,2,clip_01376,clip_01376,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_294_resized_keypoints.csv,keep_one_representative
052be6d2705eafa68edb,1,1,Bed,2,clip_00392,clip_00392,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_379_anonymized_keypoints.csv,keep_one_representative
053170526bf6de197d46,1,0,Bed,4,clip_03693,clip_03693,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0088_resized_keypoints.csv,keep_one_representative
0534605547311411b08e,1,0,Chair,1,clip_03908,clip_03908,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_1_keypoints_csv/C_D_0082_resized_keypoints.csv,keep_one_representative
054ff3c49f5bf01eb04f,1,0,Stand,3,clip_05319,clip_05319,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_12_keypoints.csv,keep_one_representative
